,Sales-,Sales Growth %,Expenses-,Material Cost %,Manufacturing Cost %,Employee Cost %,Other Cost %,Operating Profit,OPM %,Other Income,Interest,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs,Dividend Payout %,Share Capital-,Equity Capital,Reserves,Borrowings,Other Liabilities-,Trade Payables,Advance from Customers,Other liability items,Total Liabilities,Fixed Assets-,Gross Block,Accumulated Depreciation,CWIP,Investments,Other Assets-,Inventories,Trade receivables,Cash Equivalents,Loans n Advances,Other asset items,Total Assets,company_id,Non controlling int,Preference Capital,Other Liabilities+
Mar 2016,214,15.29%,187,54.80%,15.36%,11.09%,6.11%,27,13%,4,8,14,10,6%,9,17.76,-0%,6,5.82,41,107,26,9,1,16,180,92,158,67,-0,-0,88,23,51,0,12,1,180,531609,,,
Mar 2017,226,5.65%,195,40.04%,28.38%,11.46%,6.11%,32,14%,5,6,15,16,38%,10,19.19,-0%,6,5.82,45,114,37,12,2,24,202,84,165,81,1,-0,117,37,59,5,15,1,202,531609,,,
Mar 2018,227,0.36%,203,42.33%,30.49%,10.21%,6.30%,24,11%,6,5,16,10,20%,8,14.96,-0%,6,5.82,53,125,44,14,1,29,229,71,168,96,33,-0,125,28,73,0,22,1,229,531609,,,
Mar 2019,249,9.59%,218,38.91%,33.72%,9.60%,5.12%,32,13%,8,7,17,15,43%,9,16.66,-0%,6,5.82,107,129,75,37,1,37,317,145,259,113,11,-0,160,59,73,1,25,2,317,531609,,,
Mar 2020,329,32.28%,285,40.59%,30.91%,8.60%,6.49%,44,13%,3,9,18,21,15%,17,33.46,-0%,6,5.82,125,144,66,28,1,37,340,156,287,131,3,-0,181,61,73,0,44,3,340,531609,,,
TTM,264,,222,,,,,42,16%,0,7,17,19,,15,29.19,,,,,,,,,,,,,,,,,,,,,,,531609,,,
Sep 2020,,,,,,,,,,,,,,,,,,6,5.82,131,108,79,27,,52,324,151,,,3,-0,170,62,75,1,3,30,324,531609,,,
Mar 2012,24.57,,20.33,65%,0%,3%,14%,4.24,17.26%,0.01,1.17,1.18,1.90,34.21%,1.24,6.20,-0.00%,2.00,2.00,8.16,11.67,5.74,1.88,0.00,3.86,27.57,19.50,20,0,0.04,0.25,7.78,0.87,2.64,0.03,3.71,0.53,27.57,NSE - SM : AURDIS,,,
Mar 2013,28.28,15.10%,25.41,77%,0%,4%,9%,2.87,10.15%,0.39,0.82,1.25,1.19,30.25%,0.83,4.15,-0.00%,2.00,2.00,8.38,12.92,5.03,1.06,0.00,3.97,28.33,19.46,19,0,-0.00,-0.00,8.87,2.43,0.86,0.17,3.41,2.00,28.33,NSE - SM : AURDIS,,,
Mar 2014,33.18,17.33%,29.07,74%,0%,4%,10%,4.11,12.39%,0.02,0.69,1.33,2.11,24.17%,1.60,8.00,-0.00%,2.00,2.00,9.98,14.28,2.34,-2.19,0.00,4.53,28.60,19.27,19,0,0.47,-0.00,8.86,2.59,-0.60,0.20,2.73,3.94,28.60,NSE - SM : AURDIS,,,
Mar 2015,36.23,9.19%,32.77,79%,0%,4%,8%,3.46,9.55%,0.02,0.47,1.23,1.78,237.64%,-2.45,-12.25,-0.00%,2.00,2.00,7.52,25.81,7.96,-0.24,0.00,8.20,43.29,18.30,18,0,11.01,-0.00,13.98,4.19,-0.91,0.15,2.70,7.85,43.29,NSE - SM : AURDIS,,,
Mar 2016,46.18,27.46%,38.12,52%,26%,3%,2%,8.06,17.45%,0.17,1.70,1.78,4.75,34.32%,3.11,15.55,-0.00%,2.00,2.00,13.32,28.43,8.31,0.44,0.12,7.75,52.06,27.02,38,11,2.14,-0.00,22.90,3.89,0.13,2.22,16.65,0.01,52.06,NSE - SM : AURDIS,,,
Mar 2017,40.88,-11.48%,35.44,56%,25%,4%,2%,5.44,13.31%,0.03,2.18,1.93,1.36,49.26%,0.68,0.83,-0.00%,8.20,8.20,15.51,29.29,7.77,0.24,0.19,7.34,60.77,28.51,41,12,0.43,-0.00,31.83,16.36,0.03,0.25,14.57,0.62,60.77,NSE - SM : AURDIS,,,
Mar 2018,50.12,22.60%,42.42,64%,16%,3%,2%,7.70,15.36%,0.56,2.14,2.11,4.01,24.94%,3.01,3.67,-0.00%,8.20,8.20,18.51,14.53,11.10,0.91,0.76,9.43,52.34,27.36,42,14,0.14,-0.00,24.84,7.97,0.91,0.24,14.28,1.44,52.34,NSE - SM : AURDIS,,,
Mar 2019,55.68,11.09%,43.64,-9%,82%,3%,2%,12.04,21.62%,0.17,1.76,2.20,8.25,21.45%,6.48,7.90,-0.00%,8.20,8.20,24.99,29.70,25.87,0.51,1.81,23.55,88.76,52.58,69,17,0.27,-0.00,35.91,13.19,0.99,1.39,20.06,0.28,88.76,NSE - SM : AURDIS,,,
Mar 2020,54.79,-1.60%,43.71,-17%,92%,4%,2%,11.08,20.22%,1.63,3.54,3.41,5.76,28.47%,4.11,5.01,-0.00%,8.20,8.20,29.10,38.95,38.82,2.18,8.77,27.87,115.07,51.42,71,20,1.22,-0.00,62.43,22.71,0.02,0.33,39.26,0.11,115.07,NSE - SM : AURDIS,,,
Mar 2013,34.49,,33.47,93%,0%,1%,3%,1.02,2.96%,0.00,0.69,0.08,0.25,48.00%,0.12,2.00,0.00%,0.25,0.25,1.91,5.47,11.52,11.28,0.00,0.24,19.15,2.49,2.62,0.13,0.00,0.00,16.66,4.08,11.12,0.20,1.24,0.02,19.15,540726,,0.00,
Mar 2014,60.46,75.30%,59.24,95%,0%,1%,1%,1.22,2.02%,0.05,0.88,0.11,0.28,25.00%,0.22,3.67,0.00%,0.25,0.25,2.16,7.65,16.75,16.42,0.00,0.33,26.81,2.39,2.61,0.22,0.39,0.00,24.03,4.96,17.28,0.11,1.61,0.07,26.81,540726,,0.00,
Mar 2015,62.56,3.47%,61.39,95%,0%,1%,2%,1.17,1.87%,0.07,0.80,0.19,0.25,28.00%,0.18,2.25,0.00%,0.33,0.33,3.10,4.18,20.81,20.58,0.00,0.23,28.42,1.70,2.06,0.36,0.00,0.04,26.68,6.62,18.90,0.22,0.89,0.05,28.42,540726,,0.00,
Mar 2016,65.98,5.47%,64.99,95%,0%,1%,2%,0.99,1.50%,-0.16,0.60,0.14,0.09,33.33%,0.06,0.75,0.00%,0.33,0.33,3.13,3.05,31.48,30.80,0.27,0.41,37.99,1.33,1.72,0.39,0.00,0.33,36.33,9.38,26.03,0.16,0.63,0.13,37.99,540726,,0.00,
Mar 2017,75.95,15.11%,74.82,95%,1%,1%,2%,1.13,1.49%,0.24,0.68,0.13,0.56,42.86%,0.33,4.12,0.00%,0.33,0.33,3.46,5.35,15.35,14.84,0.20,0.31,24.49,1.25,1.73,0.48,0.00,0.82,22.42,2.31,15.40,1.86,2.65,0.20,24.49,540726,,0.00,
Mar 2018,85.46,12.52%,84.01,96%,1%,1%,1%,1.45,1.70%,0.48,0.77,0.13,1.03,28.16%,0.75,0.78,53.33%,4.00,4.00,4.27,5.03,31.64,30.31,0.10,1.23,44.94,1.56,2.17,0.61,0.00,2.65,40.73,5.07,32.13,0.23,2.80,0.50,44.94,540726,,0.00,
Mar 2019,86.90,1.68%,84.52,92%,1%,2%,2%,2.38,2.74%,0.47,0.86,0.30,1.69,24.85%,1.27,1.32,31.50%,4.20,4.00,6.80,14.92,21.32,19.39,0.03,1.90,47.04,2.36,3.27,0.91,6.39,1.42,36.87,3.93,29.40,0.39,2.37,0.78,47.04,540726,,0.20,
Mar 2020,90.97,4.68%,86.47,87%,3%,3%,3%,4.50,4.95%,0.06,2.41,0.80,1.35,36.30%,0.86,0.90,0.00%,4.20,4.00,7.66,22.94,17.78,16.03,0.01,1.74,52.38,9.27,10.98,1.70,0.30,0.90,41.91,10.11,26.43,0.08,3.31,1.98,52.38,540726,,0.20,
TTM,59.20,,56.85,,,,,2.35,3.97%,0.33,1.43,0.82,0.43,,0.22,0.24,,,,,,,,,,,,,,,,,,,,,,,540726,,,
Sep 2020,,,,,,,,,,,,,,,,,,10.07,10.07,1.39,25.19,17.68,14.40,,3.28,54.33,9.09,,,0.52,0.90,43.82,9.53,28.25,0.15,3.02,2.87,54.33,540726,,,
Sep 2009,63.78,,64.17,72%,3%,11%,15%,-0.39,-0.61%,3.95,0.30,1.52,1.74,37.36%,1.09,2.37,63.30%,4.60,4.60,45.08,0.61,16.09,14.49,0.07,1.53,66.38,9.08,22.35,13.27,0.13,0.00,57.17,8.92,20.92,24.74,2.95,-0.36,66.38,523411,,,
Sep 2010,73.55,15.32%,71.59,70%,2%,12%,13%,1.96,2.66%,3.32,0.41,1.60,3.27,35.17%,2.12,4.61,32.55%,4.60,4.60,46.40,0.47,11.65,10.31,0.06,1.28,63.12,7.96,22.35,14.39,0.01,0.00,55.15,6.73,19.18,26.72,2.74,-0.22,63.12,523411,,,
Sep 2011,69.74,-5.18%,65.97,74%,2%,9%,9%,3.77,5.41%,1.66,0.03,1.19,4.21,32.54%,2.84,6.17,24.30%,4.60,4.60,48.44,0.00,14.64,12.65,0.02,1.97,67.68,6.63,21.36,14.73,0.00,0.00,61.05,9.29,17.88,22.29,1.93,9.66,67.68,523411,,,
Mar 2012,24.21,-67.08%,24.02,64%,3%,9%,23%,0.19,0.78%,1.11,0.00,0.47,0.83,46.99%,0.44,0.96,52.27%,4.60,4.60,48.61,0.00,8.25,7.35,0.05,0.85,61.46,6.09,20.89,14.80,0.00,0.00,55.37,12.20,13.76,25.44,1.45,2.52,61.46,523411,,,
Mar 2013,38.93,60.80%,41.47,75%,2%,16%,13%,-2.54,-6.52%,-2.48,0.00,0.73,-5.75,-5.39%,-6.06,-13.17,-11.39%,4.60,4.60,41.74,0.00,9.99,8.79,0.06,1.14,56.33,5.36,20.89,15.53,0.00,0.00,50.97,10.68,16.19,19.64,1.85,2.61,56.33,523411,,,
Mar 2014,48.50,24.58%,46.68,73%,2%,3%,18%,1.82,3.75%,2.34,0.00,0.44,3.72,11.02%,3.31,7.20,34.74%,4.60,4.60,43.71,0.00,13.81,10.53,0.14,3.14,62.12,4.84,19.46,14.62,0.00,0.00,57.28,9.00,10.77,30.50,3.80,3.21,62.12,523411,,,
Mar 2015,57.81,19.20%,54.46,72%,1%,5%,16%,3.35,5.79%,4.47,0.11,0.55,7.16,30.45%,4.98,10.83,277.11%,4.60,4.60,32.01,0.00,25.54,9.59,0.00,15.95,62.15,4.33,18.54,14.21,0.00,0.00,57.82,5.40,12.19,35.61,1.86,2.76,62.15,523411,,,
Mar 2016,58.20,0.67%,54.78,74%,1%,6%,14%,3.42,5.88%,2.79,0.02,0.34,5.85,10.77%,5.22,11.35,22.03%,4.60,4.60,35.84,0.00,13.97,10.15,0.03,3.79,54.41,4.05,17.69,13.64,0.00,0.00,50.36,5.16,10.90,26.42,3.49,4.39,54.41,523411,,,
Mar 2017,59.53,2.29%,55.89,78%,1%,6%,9%,3.64,6.11%,2.96,0.00,0.26,6.34,38.64%,3.88,8.43,35.57%,4.60,4.60,39.71,0.00,15.09,12.23,0.00,2.86,59.40,3.88,4.14,0.26,0.00,0.00,55.52,6.72,11.73,29.59,2.47,5.01,59.40,523411,,,
Mar 2018,64.75,8.77%,61.63,81%,2%,6%,7%,3.12,4.82%,3.04,0.00,0.29,5.87,39.52%,3.54,7.70,51.98%,4.60,4.60,41.52,0.00,14.46,11.68,0.00,2.78,60.58,3.65,4.20,0.55,0.00,0.00,56.93,8.70,12.32,29.84,1.37,4.70,60.58,523411,,,
Mar 2019,85.62,32.23%,79.68,82%,1%,4%,6%,5.94,6.94%,3.06,0.00,0.33,8.67,32.41%,5.86,12.74,188.40%,4.60,4.60,34.11,0.00,18.08,15.51,0.00,2.57,56.79,3.77,4.63,0.86,0.00,0.00,53.02,8.35,14.91,22.70,2.24,4.82,56.79,523411,,,
Mar 2020,78.13,-8.75%,73.27,82%,1%,5%,6%,4.86,6.22%,1.39,0.06,0.97,5.22,27.20%,3.80,8.26,24.21%,4.60,4.60,35.57,0.16,14.61,13.47,0.00,1.14,54.94,3.70,5.96,2.26,0.00,0.00,51.24,7.94,13.16,23.62,1.82,4.70,54.94,523411,,,
TTM,57.20,,53.66,,,,,3.54,6.19%,1.09,0.04,0.81,3.78,,2.67,5.80,,,,,,,,,,,,,,,,,,,,,,,523411,,,
Sep 2020,,,,,,,,,,,,,,,,,,4.60,4.60,35.20,0.00,17.36,16.10,,1.26,57.16,3.42,,,0.00,0.00,53.74,9.36,13.88,24.59,0.10,5.81,57.16,523411,,,
Mar 2009,142,1.41%,135,75%,12%,5%,3%,7,5%,-0,7,5,-5,14%,-4,-8.66,0%,5,5.02,15,66,8,7.02,0.00,0.72,93,41,90.78,50.21,2,0,51,24,14,1,11,1,93,507598,,,
Mar 2010,155,9.00%,141,71%,12%,5%,3%,14,9%,0,8,5,1,20%,1,1.04,0%,5,5.02,15,67,8,6.69,0.00,1.01,95,39,94.40,55.30,2,0,54,33,11,1,9,0,95,507598,,,
Mar 2011,206,32.80%,188,68%,15%,5%,3%,18,9%,0,7,5,6,31%,4,7.77,0%,5,5.02,19,75,18,13.73,1.31,3.37,118,39,99.11,60.44,4,0,75,47,19,1,6,2,118,507598,,,
Mar 2012,202,-1.54%,192,72%,13%,6%,3%,10,5%,0,9,5,-3,36%,-2,-4.40,0%,5,5.02,17,63,12,4.09,1.02,6.56,96,36,100.17,63.98,4,0,56,37,12,1,4,2,96,507598,,,
Mar 2013,213,5.42%,198,68%,18%,5%,2%,15,7%,-0,8,5,1,11%,1,2.61,0%,5,5.02,18,54,12,7.36,0.06,4.46,89,32,101.04,68.63,4,0,52,31,13,1,5,2,89,507598,,,
Mar 2014,192,-9.84%,178,70%,16%,4%,2%,15,8%,-5,4,3,2,118%,-0,-0.86,0%,5,5.02,17,60,19,12.39,0.15,6.34,101,29,102.93,73.79,4,0,68,41,20,1,5,2,101,507598,,,
Mar 2015,196,1.91%,182,70%,16%,4%,2%,15,7%,-3,6,2,3,46%,2,3.45,0%,5,5.02,19,48,15,6.52,4.09,4.43,87,25,85.84,60.61,4,0,57,38,12,0,4,3,87,507598,,,
Mar 2016,204,4.28%,191,69%,18%,4%,2%,13,6%,4,6,3,8,29%,6,11.71,0%,5,5.02,25,45,13,0.00,0.31,12.27,88,28,74.37,46.75,0,0,60,39,15,0,5,2,88,507598,,,
Mar 2017,218,6.76%,205,67%,19%,5%,4%,13,6%,0,6,3,5,33%,3,6.95,14%,5,5.02,24,61,16,8.14,0.17,7.87,106,29,31.48,2.09,0,0,77,56,15,0,4,1,106,507598,,,
Mar 2018,217,-0.45%,205,66%,19%,5%,4%,12,5%,-0,7,3,1,-53%,2,2.85,0%,6,5.54,29,61,13,7.25,0.22,5.95,109,27,29.49,2.58,2,0,81,56,14,6,3,2,109,507598,,,
Mar 2019,232,6.56%,224,68%,20%,5%,3%,8,3%,1,6,4,-2,26%,-1,-2.62,0%,6,5.54,27,44,14,8.25,0.18,5.11,91,34,39.96,6.07,0,0,56,35,16,0,3,2,91,507598,,,
Mar 2020,230,-0.70%,218,69%,17%,6%,3%,12,5%,3,6,3,5,18%,4,7.67,0%,6,5.54,32,28,18,11.10,0.26,6.35,83,27,35.73,9.00,1,0,54,36,12,0,4,2,83,507598,,,
TTM,209,,198,,,,,11,5%,1,6,3,3,,3,4.89,,,,,,,,,,,,,,,,,,,,,,,507598,,,
Sep 2020,,,,,,,,,,,,,,,,,,6,5.54,33,49,23,13.01,,9.95,111,26,,,1,0,84,66,12,0,1,4,111,507598,,,
Mar 2014,140,,120,57%,5%,14%,10%,20,14%,3,0,3,19,37%,12,3.50,50%,4,3.50,79,2,35,9.77,0.33,25.08,119,21,36,15,0,9,89,24.51,27.51,25.21,11.00,0.91,119,530431,,,
Mar 2015,139,-0.91%,119,55%,5%,14%,12%,19,14%,4,0,4,20,34%,13,3.74,47%,4,3.50,84,2,39,9.47,0.24,29.69,129,22,39,18,0,8,99,24.71,27.66,32.28,13.60,0.97,129,530431,,,
Mar 2016,142,2.58%,128,58%,6%,15%,11%,15,10%,4,0,3,15,40%,9,2.66,66%,4,3.50,87,3,38,13.32,0.17,24.83,132,23,43,20,0,8,101,24.91,32.57,29.70,11.22,2.13,132,530431,,,
Mar 2017,147,2.96%,135,58%,7%,16%,10%,12,8%,3,0,4,10,30%,7,2.06,73%,4,3.50,88,0,39,19.89,0.19,18.53,130,22,44,23,0,11,98,24.85,30.51,24.96,17.80,-0.58,130,530431,,,
Mar 2018,152,3.75%,141,57%,10%,16%,9%,11,7%,4,0,3,11,36%,7,1.99,76%,4,3.50,96,2,30,13.54,0.54,15.79,131,21,40,20,1,16,94,22.75,25.92,26.66,20.16,-1.17,131,530431,,,
Mar 2019,186,22.62%,169,56%,11%,14%,10%,17,9%,3,0,3,16,33%,11,3.14,56%,4,3.50,101,3,29,15.41,0.34,13.64,137,19,42,23,1,19,98,21.55,23.60,25.99,27.89,-1.19,137,530431,,,
Mar 2020,177,-4.98%,163,55%,11%,17%,9%,15,8%,3,1,3,14,35%,9,2.52,71%,7,7.00,92,6,37,25.47,0.56,10.77,141,28,55,26,2,11,101,28.82,33.37,21.19,17.46,-0.16,141,530431,,,
TTM,144,,135,,,,,9,6%,3,1,3,8,,5,1.29,,,,,,,,,,,,,,,,,,,,,,,530431,,,
Sep 2020,,,,,,,,,,,,,,,,,,7,7.00,94,7,33,18.40,,14.15,140,27,,,2,24,87,26.94,28.15,15.17,5.98,11.17,140,530431,,,
Mar 2009,1859,22.89%,1736,79%,3%,2%,8%,123,7%,25,67,35,46,53%,21,3.93,38%,27,26.64,359,506,976,819,0,137,1867,494,623,129,13,6,1353,399,519,192,240,4,1867,513269,20,,
Mar 2010,1474,-20.72%,1353,77%,4%,2%,9%,121,8%,32,37,37,79,43%,45,8.41,21%,27,26.77,390,502,784,572,0,192,1703,462,628,165,9,8,1223,477,158,359,228,2,1703,513269,20,,
Mar 2011,1604,8.86%,1529,73%,4%,3%,16%,75,5%,87,34,41,86,6%,84,15.16,13%,28,27.64,467,1333,310,117,32,144,2138,435,640,205,0,159,1544,764,356,233,104,87,2138,513269,18,,
Mar 2012,1751,9.14%,1573,72%,4%,3%,11%,177,10%,11,27,41,120,41%,71,12.85,16%,28,27.64,584,592,482,323,31,129,1686,434,678,243,1,237,1014,443,328,107,56,80,1686,513269,0,,
Mar 2013,1514,-13.55%,1323,68%,6%,3%,10%,190,13%,-3,44,40,104,40%,62,10.41,19%,30,29.88,625,536,399,225,41,133,1590,428,710,282,3,15,1144,437,332,169,43,162,1590,513269,0,,
Mar 2014,1005,-33.58%,950,81%,4%,4%,6%,55,5%,31,42,32,12,27%,9,1.58,63%,29,28.55,632,438,474,363,0,112,1573,405,713,308,2,20,1147,115,301,179,474,77,1573,513269,0,,
Mar 2015,1364,35.68%,1250,79%,4%,3%,6%,114,8%,35,46,43,60,17%,50,8.82,17%,29,28.55,454,495,522,399,3,120,1499,416,791,374,3,3,1077,272,485,148,130,41,1499,513269,0,,
Mar 2016,1392,2.03%,1272,77%,3%,3%,8%,120,9%,67,56,37,93,7%,86,15.14,10%,29,28.55,538,353,323,220,32,71,1243,349,387,37,19,104,771,128,267,168,179,30,1243,513269,0,,
Mar 2017,1060,-23.80%,1012,77%,7%,4%,7%,48,5%,72,36,40,44,24%,34,5.88,26%,29,28.55,570,447,311,212,1,98,1356,346,423,77,5,104,902,109,341,155,267,30,1356,513269,0,,
Mar 2018,1608,51.58%,1483,75%,8%,3%,7%,124,8%,53,43,39,95,33%,64,11.15,13%,29,28.55,624,368,678,578,9,91,1698,355,472,116,63,103,1176,418,383,67,226,83,1698,513269,0,,
Mar 2019,2222,38.21%,2044,76%,6%,3%,7%,178,8%,21,64,46,88,33%,59,10.30,15%,29,28.55,673,244,648,563,4,81,1594,396,556,159,3,102,1093,217,555,47,131,143,1594,513269,0,,
Mar 2020,1759,-20.81%,1591,72%,6%,3%,9%,168,10%,14,64,52,65,15%,56,9.72,10%,29,28.55,718,294,787,561,146,80,1827,368,578,210,4,102,1353,380,450,222,128,174,1827,513269,0,,
TTM,2200,,1987,,,,,213,10%,15,71,51,106,,86,15.10,,,,,,,,,,,,,,,,,,,,,,,513269,,,
Sep 2020,,,,,,,,,,,,,,,,,,29,28.55,760,45,769,423,,345,1603,346,,,6,104,1147,244,376,238,59,230,1603,513269,0,,
Mar 2017,78.33,,71.93,71%,0%,7%,14%,6.40,8.17%,0.56,0.57,0.36,6.03,33.33%,4.02,16.22,0.00%,2.48,2.48,9.26,0.46,13.71,10.55,1.12,2.04,25.91,2.27,2.63,0.36,0.01,0.00,23.63,5.91,13.66,1.64,2.41,0.01,25.91,NSE - SM : FOCUS,,,
Mar 2018,91.54,16.86%,80.91,72%,1%,9%,6%,10.63,11.61%,0.31,0.31,0.78,9.85,39.49%,5.96,17.64,0.00%,3.38,3.38,18.37,2.21,16.49,11.95,1.08,3.46,40.45,3.26,5.81,2.56,4.34,0.00,32.85,7.62,17.56,3.24,3.00,1.43,40.45,NSE - SM : FOCUS,,,
Mar 2019,120.78,31.94%,105.13,68%,1%,9%,8%,15.65,12.96%,0.72,0.59,2.35,13.43,27.40%,9.76,28.89,3.46%,3.38,3.38,28.12,3.10,16.78,12.61,1.40,2.77,51.38,13.47,18.37,4.90,0.71,0.00,37.20,12.92,18.82,0.75,4.39,0.32,51.38,NSE - SM : FOCUS,,,
Mar 2020,99.29,-17.79%,91.31,67%,3%,14%,8%,7.98,8.04%,0.61,0.73,3.52,4.34,47.24%,2.30,2.27,0.00%,10.14,10.14,23.29,4.39,23.02,17.02,1.69,4.31,60.84,13.27,16.79,3.52,0.10,0.00,47.47,15.68,25.43,0.70,5.22,0.44,60.84,NSE - SM : FOCUS,,,
Sep 2009,447,37.98%,449,78%,15%,4%,4%,-2,-0%,21,12,9,-3,-7%,-3,,0%,71,71,2,61,90,11,0,79,224,101,352,251,13,0,110,74,11,6,20,0,224,500456,,,
Mar 2010,199,,168,67%,12%,3%,3%,30,15%,-10,3,9,8,0%,8,,0%,71,71,6,53,88,3,1,85,219,89,352,263,14,0,116,86,15,6,9,0,219,500456,,,
Mar 2011,367,84.41%,357,76%,14%,4%,3%,10,3%,1,7,3,0,0%,0,,0%,71,71,-1,76,108,99,1,8,254,73,350,277,29,0,151,117,14,9,8,4,254,500456,,,
Mar 2012,381,3.86%,396,77%,16%,4%,7%,-15,-4%,16,10,3,-12,30%,-9,-0.98,0%,89,89,3,84,115,5,3,108,292,94,382,287,22,0,176,105,18,13,42,-2,292,500456,,,
Mar 2013,404,6.06%,400,76%,13%,4%,6%,4,1%,4,13,5,-10,30%,-7,-0.78,0%,89,89,-12,90,109,4,3,102,276,105,405,300,0,0,171,106,21,12,37,-5,276,500456,,,
Mar 2014,522,29.16%,490,75%,9%,3%,6%,31,6%,2,10,13,11,32%,7,0.81,0%,89,89,-12,68,141,8,2,131,286,85,405,320,0,0,201,114,33,16,40,-2,286,500456,,,
Mar 2015,532,1.99%,503,75%,10%,3%,6%,29,5%,8,8,7,22,33%,15,1.63,0%,89,89,-6,29,165,6,6,152,278,66,400,333,0,0,211,128,27,22,35,-1,278,500456,,,
Mar 2016,529,-0.55%,475,72%,9%,4%,5%,54,10%,4,6,7,44,33%,30,3.36,0%,89,89,18,36,105,7,0,98,248,54,401,347,0,18,176,89,39,12,26,10,248,500456,,,
Mar 2017,461,-12.88%,398,65%,11%,4%,6%,63,14%,3,6,7,53,35%,34,3.84,0%,89,89,33,30,123,11,2,109,275,31,322,292,32,33,179,101,32,8,35,2,275,500456,,,
Mar 2018,564,22.41%,509,74%,9%,4%,3%,55,10%,-2,5,5,44,36%,28,3.14,0%,89,89,60,7,174,9,0,165,331,61,357,296,3,41,226,117,47,28,21,13,331,500456,,,
Mar 2019,825,46.23%,777,80%,8%,3%,3%,48,6%,9,8,6,43,37%,27,3.07,0%,89,89,88,4,187,15,24,148,367,85,386,301,0,31,252,91,68,64,25,4,367,500456,,,
Mar 2020,663,-19.60%,638,78%,11%,3%,4%,26,4%,6,5,7,20,36%,13,1.46,0%,89,89,101,11,158,17,27,114,359,80,388,308,0,0,279,111,35,86,41,6,359,500456,,,
TTM,486,,484,,,,,2,0%,7,4,6,-1,,-2,-0.16,,,,,,,,,,,,,,,,,,,,,,,500456,,,
Sep 2020,,,,,,,,,,,,,,,,,,89,89,96,23,113,94,,19,322,77,,,10,50,184,99,38,17,3,27,322,500456,,,
Mar 2012,1412,,1342,91%,1%,1%,3%,70,5%,0,23,3,45,31%,30,14.71,7%,20,20.31,141,222,96,72,2,19,480,109,122,14,0,-0,370,130,218,3,13,7,480,540425,3,,
Mar 2013,1766,25.06%,1679,90%,1%,1%,3%,87,5%,0,35,5,48,33%,32,15.03,7%,21,21.17,179,275,134,108,2,24,609,138,156,18,0,-0,472,185,260,2,16,9,609,540425,0,,
Mar 2014,1927,9.10%,1838,90%,2%,1%,2%,89,5%,1,42,6,42,32%,29,13.13,8%,22,21.87,211,284,158,121,4,33,676,175,203,28,-0,-0,501,221,250,3,16,11,676,540425,0,,
Mar 2015,1979,2.68%,1889,89%,3%,2%,2%,90,5%,1,47,9,35,35%,23,10.32,10%,22,21.87,231,293,179,138,3,38,725,205,241,36,-0,-0,521,232,260,2,12,14,725,540425,0,,
Mar 2016,2036,2.89%,1916,87%,3%,2%,2%,120,6%,1,46,10,65,37%,41,18.62,8%,22,21.87,269,223,285,234,4,48,799,233,279,45,-0,-0,566,256,281,2,12,15,799,540425,0,,
Mar 2017,2310,13.47%,2159,86%,3%,2%,3%,152,7%,1,51,11,90,35%,59,25.72,11%,23,22.85,367,223,329,148,5,176,942,259,270,11,-0,-0,683,279,308,66,17,12,942,540425,0,,
Mar 2018,2549,10.33%,2373,86%,2%,2%,2%,175,7%,1,46,14,116,36%,74,32.29,10%,23,22.85,433,248,509,242,7,260,1213,297,322,25,-0,-0,916,416,424,6,50,20,1213,540425,0,,
Mar 2019,2546,-0.09%,2447,91%,1%,2%,2%,99,4%,9,47,15,46,29%,33,14.33,10%,23,22.85,456,197,435,194,8,234,1112,253,332,79,4,-0,855,383,334,17,34,87,1112,540425,0,,
Mar 2020,2640,3.67%,2525,91%,1%,2%,1%,115,4%,5,43,25,51,22%,40,17.45,11%,23,22.85,485,241,427,240,5,181,1175,282,357,74,0,-0,892,400,428,21,29,13,1175,540425,0,,
TTM,2201,,2135,,,,,66,3%,7,38,24,10,,4,1.67,,,,,,,,,,,,,,,,,,,,,,,540425,,,
Sep 2020,,,,,,,,,,,,,,,,,,23,22.85,466,217,168,136,,32,874,265,,,2,-0,607,292,257,9,14,35,874,540425,0,,
Mar 2016,451,,362,,5%,25%,50%,90,20%,11,36,13,52,39%,32,,25%,14,14,355,358,411,323,0,88,1139,122,236,114,3,0,1014,0,446,438,109,21,1139,543235,,,
Mar 2017,440,-2.47%,437,,6%,31%,63%,3,1%,112,54,14,48,35%,31,,31%,14,14,375,772,641,532,0,110,1803,123,247,124,1,50,1630,0,858,618,133,21,1803,543235,,,
Mar 2018,770,75.04%,516,,3%,16%,47%,254,33%,14,95,15,159,32%,108,,91%,72,72,403,1125,767,615,0,153,2367,116,251,135,0,6,2246,0,158,927,1126,34,2367,543235,,,
Mar 2019,778,0.97%,575,,1%,21%,52%,203,26%,11,70,20,124,36%,80,,24%,72,72,459,872,805,638,0,168,2209,134,154,20,1,15,2059,0,215,986,843,16,2209,543235,,,
Mar 2020,752,-3.35%,573,,1%,22%,53%,179,24%,8,50,22,115,28%,82,,24%,72,72,519,491,1108,939,0,168,2190,124,165,41,2,35,2029,0,39,1414,561,15,2190,543235,,,
Sep 2020,,,,,,,,,,,,,,,,,,82,82,907,591,2040,1542,,498,3620,120,,,0,3,3497,0,46,2600,627,224,3620,543235,,,
