,Sales-,Sales Growth %,Expenses-,Material Cost %,Manufacturing Cost %,Employee Cost %,Other Cost %,Operating Profit,OPM %,Other Income,Interest,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs,Dividend Payout %,Share Capital-,Equity Capital,Reserves,Borrowings,Other Liabilities-,Trade Payables,Advance from Customers,Other liability items,Total Liabilities,Fixed Assets-,Gross Block,Accumulated Depreciation,CWIP,Investments,Other Assets-,Inventories,Trade receivables,Cash Equivalents,Loans n Advances,Other asset items,Total Assets,company_id,Non controlling int,Preference Capital,Other Liabilities+
Mar 2010,56,-3.64%,45,0.00%,1.67%,34.60%,43.50%,11,20%,1,2,6,5,6%,4,2.85,17%,15,14.86,62,18,9,1.00,,7.78,104,53,74,21,7,0,44,0,20,10,13,0,104,532372,0.00,,
Mar 2011,64,13.51%,48,0.00%,1.46%,38.19%,36.16%,15,24%,1,2,8,6,22%,4,2.98,17%,15,14.94,66,20,9,1.44,,7.92,110,61,84,23,2,0,48,0,25,8,2,13,110,532372,0.00,,
Mar 2012,68,6.69%,51,0.00%,0.63%,42.12%,32.51%,17,25%,2,3,9,7,26%,5,3.60,14%,15,14.96,69,19,12,0.31,,11.70,115,65,88,23,1,0,49,0,31,6,1,10,115,532372,0.00,,
Mar 2013,79,15.62%,65,0.00%,2.39%,31.13%,48.59%,14,18%,2,3,7,6,35%,4,2.02,0%,18,17.96,74,22,12,2.38,,9.38,125,77,106,30,1,0,48,0,23,7,7,11,125,532372,0.00,,
Mar 2014,113,43.58%,98,0.19%,2.95%,28.64%,55.01%,15,13%,2,2,8,6,40%,4,2.16,0%,18,17.96,75,24,10,1.31,,8.61,127,80,114,34,1,0,45,0,20,14,1,11,127,532372,-0.22,,
Mar 2015,139,22.84%,117,0.12%,3.62%,35.60%,44.71%,22,16%,2,2,11,11,25%,8,4.61,0%,18,17.96,89,31,12,3.04,,9.14,150,75,124,49,4,0,71,0,19,25,3,24,150,532372,0.00,,
Mar 2016,218,57.34%,187,0.05%,3.37%,42.58%,39.74%,31,14%,2,3,12,18,11%,16,9.01,0%,18,17.99,106,110,30,12.44,,18.02,264,143,204,61,17,1,104,0,54,27,18,4,264,532372,0.00,,
Mar 2017,287,31.30%,223,2.07%,7.73%,42.86%,25.07%,64,22%,2,12,25,30,20%,24,8.84,0%,27,26.67,180,158,53,27.22,,25.36,418,316,406,90,3,1,98,8,42,11,27,9,418,532372,0.00,,
Mar 2018,341,18.94%,245,3.54%,10.49%,28.72%,29.13%,96,28%,1,18,33,46,28%,33,11.70,0%,28,28.22,221,157,87,39.67,,47.63,494,323,446,123,5,1,164,10,78,10,54,12,494,532372,-0.50,,
Mar 2019,406,19.11%,286,5.83%,10.64%,31.72%,22.22%,120,30%,4,22,36,66,11%,59,18.90,0%,31,31.17,280,162,61,19.81,,41.62,535,376,535,159,0,0,159,8,77,9,61,4,535,532372,-0.50,,
Mar 2020,380,-6.49%,269,6.26%,10.88%,32.38%,21.35%,111,29%,2,22,44,46,-2%,46,14.20,0%,33,32.72,341,156,40,11.20,,29.34,571,395,599,204,4,0,171,10,75,9,73,6,571,532372,-0.51,,
TTM,369,,274,,,,,96,26%,2,20,44,34,,27,8.34,,,,,,,,,,,,,,,,,,,,,,,532372,,,
Sep 2020,,,,,,,,,,,,,,,,,,33,32.72,353,155,37,10.69,,27.18,579,400,,,5,0,174,12,72,12,60,18,579,532372,-0.48,,
Mar 2009,157,34.90%,136,55%,19%,6%,6%,21,13%,3,8,11,5,29%,3,4.54,33%,8,7.65,41,66,36,16,0,20,150,91,150,59,1,0,58,24,23,6,7,-1,150,523301,,,
Mar 2010,186,18.37%,162,57%,19%,6%,5%,24,13%,3,7,12,8,44%,4,5.54,27%,8,8.00,45,76,42,18,0,24,170,104,175,71,2,0,65,25,30,3,8,-1,170,523301,,,
Mar 2011,240,29.06%,206,57%,18%,6%,5%,34,14%,1,11,15,10,35%,6,7.53,20%,8,8.35,50,96,39,22,0,17,193,110,195,85,6,0,78,29,37,0,5,6,193,523301,,,
Mar 2012,283,17.96%,242,56%,17%,6%,6%,41,15%,1,13,18,11,32%,8,8.86,23%,9,8.70,58,126,55,31,1,23,247,146,248,102,3,0,98,36,47,1,6,8,247,523301,,,
Mar 2013,373,31.74%,318,58%,16%,7%,4%,56,15%,2,16,20,20,34%,14,15.53,17%,9,8.70,69,153,62,36,2,24,293,161,279,118,1,0,131,45,70,3,8,5,293,523301,,,
Mar 2014,395,5.79%,333,57%,15%,7%,5%,61,16%,-0,18,24,20,37%,12,14.37,17%,9,8.70,79,158,75,35,1,38,321,183,324,141,4,0,134,47,74,3,7,2,321,523301,,,
Mar 2015,498,26.06%,416,56%,15%,7%,5%,82,17%,-0,17,22,43,25%,32,37.00,16%,9,8.70,105,180,103,60,1,42,397,228,390,162,2,0,168,59,82,6,8,12,397,523301,,,
Mar 2016,593,19.04%,492,54%,15%,8%,5%,101,17%,-0,20,25,55,31%,38,44.00,17%,9,8.70,136,235,105,54,1,50,485,282,468,186,9,0,194,67,97,6,10,14,485,523301,,,
Mar 2017,613,3.42%,516,52%,17%,9%,6%,97,16%,1,22,29,46,30%,32,37.32,17%,9,8.70,170,303,119,74,2,44,601,365,394,28,4,0,231,96,103,11,23,-1,601,523301,,,
Mar 2018,698,13.89%,613,58%,13%,10%,7%,85,12%,2,25,35,27,25%,20,22.22,17%,9,9.10,207,298,123,75,2,47,637,358,421,63,6,0,273,109,132,15,19,-2,637,523301,,,
Mar 2019,816,16.87%,711,60%,12%,9%,6%,104,13%,1,28,36,42,31%,29,31.81,16%,9,9.10,232,320,155,88,2,66,716,418,524,106,0,0,298,124,148,6,21,-2,716,523301,,,
Mar 2020,890,9.07%,763,58%,13%,10%,5%,126,14%,2,37,48,42,14%,37,40.13,10%,9,9.10,260,356,174,89,2,83,799,452,594,142,1,0,346,134,162,16,24,10,799,523301,,,
TTM,866,,740,,,,,126,15%,2,39,51,38,,34,37.11,,,,,,,,,,,,,,,,,,,,,,,523301,,,
Sep 2020,,,,,,,,,,,,,,,,,,9,9.10,270,300,248,97,,151,827,437,,,24,0,366,154,170,4,5,32,827,523301,,,
Mar 2009,6.25,10.23%,6.00,-0.00%,68.16%,5.12%,22.72%,0.25,4.00%,0.27,0.62,0.24,-0.34,-2.94%,-0.35,-0.67,0.00%,5.19,5.19,-18.99,19.60,3.09,2.55,0.12,0.42,8.89,2.59,12.23,9.64,0.00,1.02,5.28,0.10,0.39,0.26,4.19,0.34,8.89,519262,,0.00,
Mar 2010,5.90,-5.60%,4.87,-0.00%,60.68%,5.25%,16.61%,1.03,17.46%,0.14,2.12,0.18,-1.13,0.00%,-1.13,-2.18,0.00%,5.19,5.19,-20.12,19.46,4.99,4.60,0.01,0.38,9.52,2.42,12.23,9.81,0.00,1.02,6.08,0.06,0.46,0.15,5.07,0.34,9.52,519262,,0.00,
Mar 2011,6.85,16.10%,5.70,-0.00%,57.37%,7.74%,18.10%,1.15,16.79%,0.03,2.71,0.17,-1.70,-7.06%,-1.82,-3.50,0.00%,5.19,5.19,-21.61,19.20,6.77,6.54,0.01,0.22,9.55,2.58,12.56,9.97,0.10,1.02,5.85,0.04,0.40,0.15,0.48,4.78,9.55,519262,,0.00,
Mar 2012,6.84,-0.15%,6.64,3.80%,51.32%,13.30%,28.65%,0.20,2.92%,4.04,1.40,0.19,2.65,10.19%,2.38,4.58,0.00%,5.19,5.19,-19.23,17.56,7.14,6.84,0.06,0.24,10.66,2.66,12.82,10.16,0.00,1.02,6.98,0.05,0.33,0.20,0.22,6.18,10.66,519262,,0.00,
Mar 2013,6.31,-7.75%,6.14,16.16%,44.06%,12.68%,24.41%,0.17,2.69%,0.31,0.03,0.22,0.23,226.09%,-0.29,-0.56,0.00%,5.19,5.19,-7.29,6.43,2.86,1.38,0.77,0.71,7.19,4.31,14.27,9.96,0.00,1.02,1.86,0.02,0.24,0.18,0.22,1.20,7.19,519262,,0.00,
Mar 2014,9.28,47.07%,8.36,3.23%,25.00%,14.33%,47.52%,0.92,9.91%,-0.02,0.10,0.28,0.52,50.00%,0.26,0.50,0.00%,11.19,5.19,-7.03,0.40,9.01,1.62,0.42,6.97,7.57,4.26,14.51,10.24,0.00,1.02,2.29,0.02,0.39,0.19,0.13,1.56,7.57,519262,,6.00,
Mar 2015,11.14,20.04%,9.85,1.89%,44.17%,22.44%,19.93%,1.29,11.58%,0.04,0.05,0.32,0.96,64.58%,0.35,0.67,0.00%,11.19,5.19,-6.68,0.33,9.90,2.19,0.00,7.71,8.74,4.02,14.58,10.56,0.20,1.35,3.17,0.02,0.27,0.24,0.14,2.50,8.74,519262,,6.00,
Mar 2016,11.47,2.96%,9.52,3.92%,38.27%,23.98%,16.83%,1.95,17.00%,-0.03,0.04,0.85,1.03,37.86%,0.64,1.23,0.00%,11.19,5.19,-6.09,0.72,10.80,2.57,0.00,8.23,10.62,3.92,15.34,11.43,0.38,2.95,3.37,0.03,0.21,0.31,0.30,2.52,10.62,519262,,6.00,
Mar 2017,11.87,3.49%,9.02,0.17%,39.68%,19.97%,16.18%,2.85,24.01%,0.36,0.07,0.73,2.41,28.22%,1.73,3.33,0.00%,5.19,5.19,-4.26,6.68,3.55,2.20,0.08,1.27,11.16,4.29,4.29,-0.00,0.00,3.66,3.21,0.01,0.25,0.46,0.20,2.29,11.16,519262,,0.00,
Mar 2018,92.72,681.13%,88.18,-0.09%,90.74%,2.29%,2.17%,4.54,4.90%,0.32,0.07,0.69,4.10,25.12%,3.06,5.89,0.00%,5.19,5.19,-1.19,6.57,3.91,2.38,0.03,1.50,14.48,3.75,16.49,12.74,0.37,5.21,5.15,0.09,0.33,0.72,0.17,3.84,14.48,519262,,0.00,
Mar 2019,14.07,-84.83%,10.26,-0.00%,40.09%,17.98%,14.85%,3.81,27.08%,0.40,0.05,0.63,3.53,28.90%,2.52,4.85,0.00%,5.19,5.19,1.33,6.39,2.44,1.40,0.04,1.00,15.35,4.23,17.60,13.37,0.00,6.79,4.33,0.09,0.31,0.52,0.38,3.03,15.35,519262,,0.00,
Mar 2020,13.59,-3.41%,10.97,-0.00%,43.64%,18.98%,18.10%,2.62,19.28%,-0.29,0.06,0.90,1.37,49.64%,0.69,1.33,0.00%,5.19,5.19,2.02,6.59,2.55,1.42,0.03,1.10,16.35,4.03,18.30,14.27,0.00,6.62,5.70,0.09,0.43,0.81,0.86,3.51,16.35,519262,,0.00,
TTM,14.39,,11.06,,,,,3.33,23.14%,0.32,0.06,0.86,2.73,,1.87,3.60,,,,,,,,,,,,,,,,,,,,,,,519262,,,
Sep 2020,,,,,,,,,,,,,,,,,,5.20,5.20,3.63,6.50,3.02,1.64,,1.38,18.35,4.23,,,0.00,6.62,7.50,0.10,0.37,0.33,2.75,3.95,18.35,519262,,,
Mar 2009,16,-0.69%,1,,0.19%,0.63%,3.65%,15,96%,0,0,0,15,17%,45,13.77,4%,32,32.33,666,0,19,0.00,0.05,6.01,718,40,48.06,8.27,0,574,104,0,,65,40,-0,718,500226,13.04,,
Mar 2010,16,1.76%,1,,0.19%,0.56%,6.30%,15,93%,0,0,0,15,14%,77,23.82,2%,32,32.33,733,0,39,0.04,0.04,25.54,804,27,35.14,8.42,0,733,44,0,,4,40,-0,804,500226,13.03,,
Mar 2011,14,-11.12%,1,,0.21%,0.83%,5.28%,13,94%,-0,0,0,13,-7%,174,53.79,1%,32,32.33,880,0,16,0.04,0.00,10.61,928,23,32.03,8.57,1,835,69,0,,6,44,19,928,500226,5.14,,
Mar 2012,15,1.95%,1,,0.20%,1.70%,4.50%,14,94%,-0,0,0,14,11%,50,15.45,3%,32,32.33,962,0,15,0.01,0.00,10.55,1009,23,31.82,8.71,0,863,123,-0,,1,39,83,1009,500226,3.99,,
Mar 2013,24,65.10%,2,,0.17%,1.16%,5.24%,23,93%,-1,0,0,21,10%,30,9.23,0%,32,32.33,1033,0,33,1.10,0.00,10.83,1099,38,46.65,8.87,12,851,198,-0,,9,53,135,1099,500226,21.56,,
Mar 2014,12,-48.68%,1,,0.32%,2.25%,7.16%,11,90%,-12,0,0,-1,-2412%,3,0.85,0%,32,32.33,1036,1,12,0.00,0.00,8.35,1081,55,63.52,8.98,0,967,59,-0,,2,14,43,1081,500226,3.63,,
Mar 2015,9,-25.42%,-0,,0.43%,2.70%,-4.75%,9,102%,-3,0,0,6,9%,53,16.46,0%,32,32.33,1090,0,9,0.02,0.00,6.14,1132,23,24.73,1.96,0,1066,43,-0,,0,14,28,1132,500226,2.69,,
Mar 2016,53,473.79%,1,,0.04%,0.49%,1.80%,52,98%,0,0,0,52,5%,116,35.88,0%,32,32.33,1308,1,53,0.01,0.00,12.09,1394,138,141.67,3.25,0,1142,114,-0,,1,39,73,1394,500226,40.79,,
Mar 2017,27,-50.07%,1,,0.04%,1.09%,1.96%,26,97%,0,0,0,25,33%,69,21.40,0%,32,32.33,1363,1,59,0.02,0.00,16.43,1455,137,140.04,3.00,0,1212,106,-0,,1,59,46,1455,500226,42.62,,
Mar 2018,8,-70.78%,2,,-0.00%,2.45%,17.65%,6,80%,-47,0,0,-41,-5%,2,0.48,0%,32,32.33,1365,1,49,0.02,0.00,9.79,1447,135,138.50,3.06,0,1257,54,-0,,1,32,21,1447,500226,39.65,,
Mar 2019,16,107.47%,115,,-0.00%,1.30%,714.66%,-99,-616%,-64,0,0,-164,-2%,-162,-50.19,0%,32,32.33,1048,1,45,0.01,0.00,14.02,1126,1,2.57,1.44,0,1032,93,-0,,0,43,50,1126,500226,30.84,,
Mar 2020,21,33.35%,1,,-0.00%,0.84%,2.52%,21,97%,107,0,0,128,4%,122,37.81,0%,32,32.33,1058,1,40,0.02,0.00,9.08,1131,1,2.55,1.48,0,1032,98,-0,,50,34,14,1131,500226,31.28,,
TTM,22,,18,,,,,4,17%,172,0,0,175,,169,52.20,,,,,,,,,,,,,,,,,,,,,,,500226,,,
Sep 2020,,,,,,,,,,,,,,,,,,32,32.33,1177,1,40,0.00,,9.87,1250,1,,,0,1091,158,-0,,115,11,33,1250,500226,30.11,,
Mar 2009,4393,13.51%,4356,70%,5%,8%,16%,37,1%,139,173,174,-171,15%,-145,-38.16,-3%,9,9.48,423,1930,1284,659,0,301,3645,1725,2875,1150,83,210,1627,508,139,83,909,-12,3645,520056,323,,
Mar 2010,5176,17.83%,5127,68%,5%,8%,19%,48,1%,251,165,182,-49,9%,-44,-11.61,-31%,19,18.97,529,1536,1313,808,0,202,3397,1477,2779,1302,41,445,1433,476,343,158,558,-101,3397,520056,302,,
Mar 2011,7382,42.63%,6937,69%,5%,7%,13%,445,6%,24,106,181,182,33%,123,32.39,26%,19,18.97,563,1498,1728,818,0,572,3808,1643,3094,1451,90,300,1775,783,427,124,502,-60,3808,520056,338,,
Mar 2012,8297,12.39%,7737,70%,4%,7%,12%,560,7%,46,130,206,270,38%,166,43.84,10%,9,9.48,689,1679,1834,873,15,617,4212,1772,3317,1545,270,358,1812,873,391,144,491,-86,4212,520056,329,,
Mar 2013,8226,-0.86%,7704,68%,5%,7%,14%,522,6%,134,148,226,282,31%,186,98.06,21%,9,9.48,885,1482,1907,962,0,617,4283,1980,3723,1743,48,410,1845,848,451,82,503,-38,4283,520056,328,,
Mar 2014,9344,13.59%,8763,68%,4%,7%,15%,581,6%,69,115,214,320,40%,141,69.80,37%,10,10.12,1111,1090,2345,1152,0,796,4555,1909,3756,1846,57,499,2090,855,515,104,615,1,4555,520056,397,,
Mar 2015,11340,21.36%,10623,68%,4%,7%,14%,717,6%,99,99,238,478,29%,212,104.84,18%,10,10.12,1278,1497,2740,1619,0,682,5525,2040,4120,2079,102,601,2782,1217,577,30,881,77,5525,520056,439,,
Mar 2016,12464,9.92%,11510,68%,4%,8%,14%,954,8%,106,102,317,641,26%,292,144.26,28%,10,10.12,1513,1461,3233,1747,111,606,6216,2468,2784,316,69,1055,2624,1119,646,57,804,-1,6216,520056,769,,
Mar 2017,13498,8.30%,12497,69%,4%,8%,13%,1001,7%,174,88,377,710,23%,330,163.21,19%,10,10.12,1857,1665,3785,2107,80,670,7317,2851,3459,608,101,1333,3032,1397,845,53,769,-32,7317,520056,928,,
Mar 2018,17512,29.73%,15976,67%,3%,8%,13%,1536,9%,123,372,447,841,25%,338,167.13,9%,10,10.12,2141,7593,5016,3014,93,718,14761,3627,4594,967,396,607,10131,1417,1313,175,4512,2713,14761,520056,1191,,
Mar 2019,21548,23.05%,19206,67%,3%,8%,11%,2342,11%,29,719,534,1118,33%,432,213.59,17%,10,10.12,2464,10022,5674,3343,68,838,18170,4030,5428,1398,756,618,12766,1623,1725,210,5676,3532,18170,520056,1426,,
Mar 2020,19859,-7.84%,17449,64%,2%,9%,13%,2410,12%,-6,910,649,845,26%,337,166.63,19%,10,10.12,2453,12021,6128,3334,156,1122,20612,4460,6374,1915,1017,472,14663,1459,1590,1160,6395,4059,20612,520056,1516,,
TTM,16816,,14913,,,,,1903,11%,-71,950,626,256,,52,25.80,,,,,,,,,,,,,,,,,,,,,,,520056,,,
Sep 2020,,,,,,,,,,,,,,,,,,10,10.12,2475,9737,9655,3947,,4163,21877,4853,,,812,578,15633,1279,1138,1810,10390,1016,21877,520056,1545,,
Dec 2008,920,3.36%,867,77%,5%,5%,7%,53,6%,14,3,11,52,38%,32,13.96,43%,23,23.07,138,0,207,102,-0,105,368,115,264,149,13,0,240,71,102,55,18,-7,368,500168,,,
Dec 2009,993,8.00%,870,70%,5%,5%,8%,123,12%,5,4,13,111,34%,73,31.69,22%,23,23.07,192,0,267,157,-0,110,482,120,277,157,36,0,325,52,99,159,23,-7,482,500168,,,
Dec 2010,1272,28.07%,1159,74%,4%,5%,9%,113,9%,17,4,15,111,33%,75,32.43,22%,23,23.07,248,0,322,180,-0,142,593,139,304,166,59,0,395,61,98,218,25,-7,593,500168,,,
Dec 2011,1489,17.07%,1381,76%,3%,5%,8%,108,7%,13,5,20,96,33%,65,28.00,25%,23,23.07,293,0,382,257,2,124,699,190,373,184,20,0,489,85,131,249,16,8,699,500168,,,
Dec 2012,1461,-1.93%,1370,75%,3%,6%,10%,91,6%,21,4,24,85,33%,56,24.42,29%,23,23.07,331,0,388,262,2,124,742,198,398,201,17,0,527,104,154,238,19,11,742,500168,,,
Dec 2013,1546,5.84%,1407,72%,3%,6%,10%,139,9%,30,2,25,142,34%,94,40.78,22%,23,23.07,400,0,436,288,3,144,859,210,430,220,32,0,617,99,165,317,26,10,859,500168,,,
Dec 2014,1564,1.17%,1408,70%,4%,6%,10%,156,10%,29,3,29,154,34%,101,43.89,23%,23,23.07,474,0,395,245,6,144,892,240,481,241,17,0,635,123,112,365,23,11,892,500168,,,
Mar 2016,1730,10.63%,1534,64%,4%,8%,12%,196,11%,38,3,46,184,35%,120,51.92,23%,23,23.07,591,0,310,200,4,106,924,221,268,46,29,0,674,128,159,334,41,13,924,500168,,,
Mar 2017,1512,-12.63%,1312,63%,4%,8%,12%,200,13%,33,3,34,196,35%,127,55.22,23%,23,23.07,684,0,382,264,2,116,1090,227,306,79,31,0,831,169,157,453,38,14,1090,500168,,,
Mar 2018,1665,10.11%,1463,65%,4%,8%,11%,202,12%,37,3,36,199,35%,130,56.34,23%,23,23.07,779,0,495,378,1,116,1298,246,360,114,26,0,1025,168,208,577,46,26,1298,500168,,,
Mar 2019,1912,14.85%,1747,69%,4%,7%,11%,164,9%,38,3,41,158,35%,102,44.25,29%,23,23.07,844,0,463,342,1,120,1331,251,404,154,50,0,1029,167,243,559,36,23,1331,500168,,,
Mar 2020,1746,-8.70%,1610,68%,5%,8%,11%,136,8%,35,4,50,117,24%,89,38.51,34%,23,23.07,893,15,376,266,2,108,1307,316,517,202,15,0,976,150,220,546,35,26,1307,500168,,,
TTM,1509,,1391,,,,,119,8%,30,4,52,92,,69,29.76,,,,,,,,,,,,,,,,,,,,,,,500168,,,
Sep 2020,,,,,,,,,,,,,,,,,,23,23.07,907,17,414,282,,132,1361,305,,,14,0,1042,97,230,666,7,42,1361,500168,,,
Mar 2009,104,-19.21%,103,84%,8%,3%,3%,2,2%,3,4,2,-1,-70%,-1,-1.18,-42%,10,10.11,11,26,,,,,54,13,19,6,0,3,38,7,15,11,5,-0,54,532626,,,7
Mar 2010,146,39.65%,133,79%,7%,3%,3%,13,9%,1,5,2,7,23%,6,5.66,21%,10,10.11,15,42,,,,,81,17,25,7,0,3,60,24,20,4,13,-0,81,532626,,,14
Mar 2011,255,74.74%,239,85%,4%,2%,3%,16,6%,1,6,2,8,33%,6,5.47,26%,10,10.11,19,54,,,,,97,21,31,10,2,3,71,24,31,6,11,0,97,532626,,,14
Mar 2012,302,18.42%,291,87%,5%,2%,3%,11,4%,2,6,3,4,33%,3,2.57,39%,11,11.15,24,50,,,,,102,21,34,13,2,1,78,33,24,11,10,0,102,532626,,,16
Mar 2013,342,13.17%,332,87%,5%,2%,2%,10,3%,4,8,2,4,32%,3,2.46,40%,11,11.15,26,76,,,,,135,23,37,14,1,1,110,29,52,12,17,0,135,532626,,,23
Mar 2014,448,31.02%,434,89%,4%,2%,3%,13,3%,1,8,2,4,34%,3,2.51,40%,11,11.15,27,75,,,,,137,22,38,16,3,1,111,39,48,5,18,1,137,532626,,,23
Mar 2015,373,-16.73%,355,91%,2%,1%,1%,18,5%,1,7,2,10,31%,7,12.03,17%,6,5.58,26,57,,,,,112,15,25,10,11,0,85,30,30,6,18,1,112,532626,,,22
Mar 2016,466,24.92%,439,90%,2%,1%,2%,27,6%,1,8,4,16,37%,10,18.17,11%,6,5.58,35,83,,,,,152,26,39,13,1,0,126,59,38,2,22,4,152,532626,,,30
Mar 2017,759,63.00%,705,89%,1%,1%,2%,54,7%,4,10,4,44,36%,28,50.75,6%,6,5.58,66,110,,,,,193,27,30,3,3,0,163,71,63,6,22,2,193,532626,,,11
Mar 2018,940,23.82%,882,90%,1%,1%,1%,58,6%,2,12,4,44,34%,29,52.33,6%,6,5.58,93,146,,,,,251,32,40,8,2,0,217,97,91,2,22,5,251,532626,,,7
Mar 2019,1049,11.61%,984,89%,2%,1%,1%,65,6%,4,12,5,52,35%,34,60.49,7%,6,5.58,125,142,,,,,281,34,47,12,1,0,246,110,89,4,40,3,281,532626,,,9
Mar 2020,1220,16.30%,1183,93%,1%,2%,1%,36,3%,3,11,8,21,23%,16,28.13,11%,6,5.81,145,56,,,,,219,61,80,19,2,0,157,70,57,9,16,4,219,532626,,,12
TTM,1052,,1017,,,,,35,3%,3,8,9,20,,15,27.20,,,,,,,,,,,,,,,,,,,,,,,532626,,,
Sep 2020,,,,,,,,,,,,,,,,,,6,5.81,148,128,,,,,299,57,,,4,0,238,119,84,2,1,32,299,532626,,,17
Mar 2009,796,45.86%,744,57%,20%,9%,8%,52,7%,44,35,17,43,34%,40,22.78,9%,17,17.40,205,294,212,145,0,67,729,278,526,248,20,15,416,290,73,14,55,-16,729,523369,,,
Mar 2010,835,4.93%,772,60%,18%,9%,6%,64,8%,36,23,19,57,32%,39,22.51,20%,17,17.40,231,299,269,186,0,83,817,280,544,264,29,14,495,372,63,14,54,-8,817,523369,,,
Mar 2011,890,6.49%,870,68%,16%,7%,7%,20,2%,24,33,20,-9,42%,-6,-3.57,0%,17,17.40,221,308,272,185,2,85,818,293,574,281,14,13,498,371,65,9,43,10,818,523369,,,
Mar 2012,992,11.46%,948,66%,16%,7%,7%,44,4%,-7,42,22,-27,36%,-18,-10.36,0%,17,17.40,200,383,307,228,1,78,908,286,589,304,18,38,567,400,89,17,55,6,908,523369,,,
Mar 2013,1095,10.40%,1026,67%,14%,7%,6%,69,6%,15,42,21,20,43%,6,3.41,44%,17,17.40,201,407,314,186,3,124,940,291,615,324,15,11,623,440,96,14,53,20,940,523369,,,
Mar 2014,1313,19.96%,1221,66%,14%,7%,6%,92,7%,16,40,22,46,36%,32,18.32,19%,17,17.40,224,298,419,284,3,132,959,293,639,346,18,29,618,414,112,9,63,19,959,523369,,,
Mar 2015,1298,-1.13%,1235,67%,15%,7%,6%,64,5%,8,41,18,13,60%,7,3.86,26%,17,17.40,222,419,345,247,2,97,1004,319,689,371,9,21,655,427,96,9,95,27,1004,523369,,,
Mar 2016,1216,-6.34%,1133,63%,15%,8%,7%,83,7%,11,35,19,40,15%,34,19.59,15%,17,17.40,250,408,397,275,1,121,1073,321,708,387,8,18,726,510,114,12,52,38,1073,523369,,,
Mar 2017,1494,22.88%,1301,59%,13%,9%,6%,194,13%,16,38,19,153,20%,122,69.89,14%,17,17.40,383,409,349,254,2,92,1157,329,348,19,3,35,790,555,148,14,84,-11,1157,523369,,,
Mar 2018,1704,14.05%,1604,70%,11%,7%,5%,101,6%,17,28,19,70,16%,59,33.72,12%,17,17.40,417,419,267,198,2,67,1121,330,368,38,18,23,749,496,165,19,79,-10,1121,523369,,,
Mar 2019,1689,-0.91%,1572,62%,15%,8%,9%,117,7%,20,24,21,92,19%,75,43.03,14%,17,17.40,481,466,380,304,1,74,1344,390,446,56,23,40,892,616,191,20,83,-19,1344,523369,,,
Mar 2020,1795,6.27%,1648,64%,14%,8%,6%,147,8%,22,45,28,97,1%,96,55.11,9%,17,17.40,542,613,436,274,3,159,1609,456,531,75,34,27,1092,663,185,57,213,-26,1609,523369,,,
TTM,1941,,1795,,,,,147,8%,20,41,52,74,,81,46.53,,,,,,,,,,,,,,,,,,,,,,,523369,,,
Sep 2020,,,,,,,,,,,,,,,,,,17,17.40,570,442,419,183,,236,1448,448,,,48,54,899,440,190,38,8,223,1448,523369,,,
Mar 2019,62.76,,47.12,7.84%,4.73%,15.93%,46.57%,15.64,24.92%,0.79,1.83,4.04,10.56,29.64%,7.42,7.87,6.35%,9.42,9.42,51.36,15.79,8.44,1.76,0.18,6.50,85.01,8.82,32.36,23.54,5.11,10.93,60.15,,18.82,1.39,29.85,10.09,85.01,NSE - SM : SOFTTECH,0.00,,
Mar 2020,57.95,-7.66%,43.71,10.73%,5.90%,19.26%,39.53%,14.24,24.57%,0.97,1.85,3.72,9.64,32.68%,6.50,6.90,0.00%,9.42,9.42,57.32,28.13,12.43,2.11,0.05,10.26,107.30,10.93,38.19,27.26,6.06,8.56,81.75,,35.99,0.25,32.76,12.75,107.30,NSE - SM : SOFTTECH,0.01,,
Mar 2009,53,10.32%,45,50.69%,23.05%,7.44%,3.99%,8,15%,3,2,4,5,58%,2,3.72,-0%,6,5.82,10,22,9,2,0,6,46,23,37,14,1,-0,22,7,12,0,3,0,46,531609,,,
Mar 2010,59,11.81%,56,54.55%,24.62%,7.60%,6.94%,4,6%,4,2,4,1,14%,1,1.88,-0%,6,5.82,11,44,19,2,1,16,79,40,57,17,12,-0,28,9,14,0,5,0,79,531609,,,
Mar 2011,80,34.34%,71,53.42%,22.68%,8.42%,3.97%,9,12%,2,4,6,2,39%,1,1.88,-0%,6,5.82,12,58,18,6,0,12,95,51,72,22,1,-0,44,21,17,0,6,-1,95,531609,,,
Mar 2012,97,21.65%,82,47.48%,22.71%,8.03%,6.48%,15,15%,1,6,7,4,32%,3,4.81,-0%,6,5.82,15,57,14,3,1,10,92,49,76,28,0,-0,43,20,17,0,6,0,92,531609,,,
Mar 2013,121,25.10%,107,55.35%,17.04%,8.67%,6.80%,15,12%,3,6,7,5,32%,3,6.40,-0%,6,5.82,18,59,23,6,1,16,106,47,81,34,-0,-0,59,20,31,0,6,1,106,531609,,,
Mar 2014,151,24.42%,131,53.84%,15.05%,11.62%,6.02%,20,13%,3,6,7,10,31%,7,13.12,-0%,6,5.82,25,76,22,9,2,12,129,63,105,42,7,-0,59,19,26,2,11,2,129,531609,,,
Mar 2015,186,23.07%,165,49.91%,18.67%,12.52%,7.48%,21,11%,5,9,12,5,60%,2,4.00,-0%,6,5.82,27,108,26,5,3,18,168,99,152,53,2,-0,67,28,21,0,16,1,168,531609,,,
